Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
1145,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1146,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1147,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1148,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1149,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1150,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1151,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1152,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Clearing Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety in the current situation."
1153,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping a safe distance from the approaching vehicle."
1154,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Stop,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the approaching vehicle in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by stopping at the red light."
1155,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: -0.008, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1156,Red,vehicle,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: -0.009, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1157,Red,vehicle,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: -0.009, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1158,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: -0.009, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that command as we are still approaching the intersection."
1159,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the vehicle in my path. The GPS Route Instruction indicates a turn right, but it's not time to execute that yet since we're still approaching the intersection. Given the proximity of the other vehicle, I need to prioritize safety."
1160,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1161,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1162,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1163,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
1164,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the close proximity of the approaching vehicle. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until it is safe to proceed."
